discount,discounted_price,name,original_price,product_id,product_info,product_url,total_reviews
43,24.99,Balls 3D Print Kangaroo Pocket Hoodie,35.736,8354153,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:3DPrint;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/balls-3d-print-kangaroo-pocket-product8354153.html,
50,24.99,Fire Animal Print Kangaroo Pocket Hoodie,37.485,8354143,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/fire-animal-print-kangaroo-pocket-product8354143.html,
40,28.99,Contrast Lion Graphic Front Pocket Casual Hoodie,40.586,8268278,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5250kg;PackageContents:1xHoodie",https://www.dresslily.com/contrast-lion-graphic-front-pocket-product8268278.html,2
52,24.99,Contrast Animal Print Kangaroo Pocket Hoodie,37.985,8355681,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/contrast-animal-print-kangaroo-pocket-product8355681.html,2
34,28.99,Halloween Starry Pumpkin Pattern Pouch Pocket Casual Hoodie,38.847,8349171,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal,Pumpkin,Skull,Star;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/halloween-starry-pumpkin-pattern-pouch-product8349171.html,
48,24.99,Colorful Allover Print Kangaroo Pocket Hoodie,36.985,8354605,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Others;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/colorful-allover-print-kangaroo-pocket-product8354605.html,
45,28.99,Graffiti Pattern Casual Front Pocket Hoodie,42.035,8357736,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.5100kg;PackageContents:1xHoodie",https://www.dresslily.com/graffiti-pattern-casual-front-pocket-product8357736.html,1
44,28.99,Fire Flame Print Ombre Hoodie,41.746,8357748,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Flame;Season:Fall,Spring,Winter;Weight:0.5400kg;PackageContents:1xHoodie",https://www.dresslily.com/fire-flame-print-ombre-hoodie-product8357748.html,1
38,28.99,Abstract City Building Print Pullover Hoodie,40.006,8357743,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/abstract-city-building-print-pullover-product8357743.html,2
40,28.99,Christmas Snowman Stocking Tree Print Casual Drawstring Hoodie,40.586,8361367,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:ChristmasStocking,ChristmasTree,Snowman;Season:Fall,Spring;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-snowman-stocking-tree-print-product8361367.html,
36,28.99,Christmas Faux Suit 3D Print Pullover Hoodie,39.426,8359887,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:3DPrint,Candy;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-faux-suit-3d-print-product8359887.html,
43,28.99,Contrast Fire Character Print Kangaroo Pocket Hoodie,41.456,8362969,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Others;Season:Fall,Spring,Winter;Weight:0.5500kg;PackageContents:1xHoodie",https://www.dresslily.com/contrast-fire-character-print-kangaroo-product8362969.html,
46,24.99,Fire Water Wolf Print Kangaroo Pocket Hoodie,36.485,8363482,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:3DPrint,Animal;Season:Fall,Spring,Winter;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/fire-water-wolf-print-kangaroo-product8363482.html,
44,28.99,Colorful Butterfly Printed Kangaroo Pocket Hoodie,41.746,8361380,";ClothesType:Hoodie;Occasion:Daily;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Butterfly;Season:Fall,Spring,Winter;Weight:0.5500kg;PackageContents:1xHoodie",https://www.dresslily.com/colorful-butterfly-printed-kangaroo-pocket-product8361380.html,1
43,24.99,Fire Lion Print Kangaroo Pocket Hoodie,35.736,8363487,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:3DPrint,Animal;Season:Fall,Spring,Winter;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/fire-lion-print-kangaroo-pocket-product8363487.html,2
51,24.99,Stones 3D Print Kangaroo Pocket Hoodie,37.735,8363967,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:3DPrint,Others,Stone;Season:Fall,Spring,Winter;Weight:0.5100kg;PackageContents:1xHoodie",https://www.dresslily.com/stones-3d-print-kangaroo-pocket-product8363967.html,
44,28.99,Indian Eagle Dreamcatcher Pattern Front Pocket Pullover Hoodie,41.746,8363946,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Animal,Print;Season:Fall,Spring;Weight:0.5300kg;PackageContents:1xHoodie",https://www.dresslily.com/indian-eagle-dreamcatcher-pattern-front-product8363946.html,
40,28.99,Indian Eagle Pattern Front Pocket Drawstring Hoodie,40.586,8365066,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Animal,Print;Season:Fall,Spring;Weight:0.5500kg;PackageContents:1xHoodie",https://www.dresslily.com/indian-eagle-pattern-front-pocket-product8365066.html,
38,28.99,Kangaroo Pocket Christmas Elk Print Drawstring Hoodie,40.006,8365072,";ClothesType:Hoodie;Occasion:Daily;Style:Fashion;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester;FabricStretch:NoStretch;Thickness:Regular;Patterns:Animal,Elk;Season:Fall,Spring,Winter;Weight:0.5600kg;PackageContents:1xHoodie",https://www.dresslily.com/kangaroo-pocket-christmas-elk-print-product8365072.html,
44,28.99,Indian Tassel Pattern Front Pocket Pullover Hoodie,41.746,8365644,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5550kg;PackageContents:1xHoodie",https://www.dresslily.com/indian-tassel-pattern-front-pocket-product8365644.html,
45,28.99,Christmas Conch Beach Print Kangaroo Pocket Hoodie,42.035,8366251,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Others;Season:Fall,Winter;Weight:0.5600kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-conch-beach-print-kangaroo-product8366251.html,
37,24.99,Christmas Pattern Kangaroo Pocket Hoodie,34.236,8365650,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:ChristmasStocking,ChristmasTree,Print;Season:Fall,Spring,Winter;Weight:0.4200kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-pattern-kangaroo-pocket-hoodie-product8365650.html,
48,28.99,Cute Christmas Santa Print Front Pocket Casual Hoodie,42.905,8366331,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:SantaClaus;Season:Fall,Spring;Weight:0.5700kg;PackageContents:1xHoodie",https://www.dresslily.com/cute-christmas-santa-print-front-product8366331.html,
45,28.99,Two Tone Sun Moon Chinese Tai Ji Print Hoodie,42.035,8366259,";ClothesType:Hoodie;Occasion:Daily;Style:ChineseStyle;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Moon,Sun;Season:Fall,Winter;Weight:0.5500kg;PackageContents:1xHoodie",https://www.dresslily.com/two-tone-sun-moon-chinese-product8366259.html,
37,28.99,Drawstring Front Pocket Feather Graphic Hoodie,39.716,8366709,";ClothesType:Hoodie;Occasion:Daily;Style:Fashion;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Feather;Season:Fall,Spring,Winter;Weight:0.5350kg;PackageContents:1xHoodie",https://www.dresslily.com/drawstring-front-pocket-feather-graphic-product8366709.html,2
43,28.99,3D Christmas Suit Allover Print Drop Shoulder Pullover Hoodie,41.456,8366703,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:3DPrint,ChristmasStocking;Season:Fall,Spring;Weight:0.5700kg;PackageContents:1xHoodie",https://www.dresslily.com/3d-christmas-suit-allover-print-product8366703.html,
44,28.99,3D Print Pharaoh Front Pocket Drawstring Hoodie,41.746,8367653,";ClothesType:Hoodie;Occasion:Daily;Style:Fashion;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:3DPrint;Season:Fall,Spring,Winter;Weight:0.5400kg;PackageContents:1xHoodie",https://www.dresslily.com/3d-print-pharaoh-front-pocket-product8367653.html,
41,24.99,Christmas Tree Candy Snowflakes Print Casual Hoodie,35.236,8367640,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Candy,ChristmasTree,Print,Snowman;Season:Fall,Spring,Winter;Weight:0.4400kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-tree-candy-snowflakes-print-product8367640.html,
44,28.99,Christmas Santa Deer Print Front Pocket Casual Hoodie,41.746,8368084,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal,SantaClaus;Season:Fall,Spring;Weight:0.5500kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-santa-deer-print-front-product8368084.html,1
41,24.99,Christmas Candy Pattern Kangaroo Pocket Hoodie,35.236,8367642,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:NoStretch;Thickness:Regular;Patterns:Ball,Candy,ChristmasTree,Print;Season:Fall,Spring,Winter;Weight:0.4100kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-candy-pattern-kangaroo-pocket-product8367642.html,
33,28.99,Christmas Santa Claus Music Note Print Drawstring Hoodie,38.557,8370306,";ClothesType:Hoodie;Occasion:Daily;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester;FabricStretch:SlightStretch;Thickness:Regular;Patterns:SantaClaus;Season:Fall,Winter;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-santa-claus-music-note-product8370306.html,
41,28.99,Christmas Dog Gifts Print Kangaroo Pocket Hoodie,40.876,8368614,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Animal,Ball;Season:Fall,Winter;Weight:0.5600kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-dog-gifts-print-kangaroo-product8368614.html,
58,19.99,Kangaroo Pocket Tie Dye Printed Drawstring Hoodie,31.584,8368088,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Cotton,Polyester;FabricStretch:SlightStretch;Thickness:Regular;Patterns:TieDye;Season:Fall,Spring;Weight:0.4800kg;PackageContents:1xHoodie",https://www.dresslily.com/kangaroo-pocket-tie-dye-printed-product8368088.html,1
48,28.99,Christmas Ball Berry Print Front Pocket Hoodie,42.905,8370332,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Ball,Cherry;Season:Fall,Winter;Weight:0.5200kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-ball-berry-print-front-product8370332.html,
35,28.99,Christmas Trees Castle Print Kangaroo Pocket Hoodie,39.136,8370311,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester;FabricStretch:SlightStretch;Thickness:Regular;Patterns:ChristmasTree;Season:Fall,Winter;Weight:0.5450kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-trees-castle-print-kangaroo-product8370311.html,1
44,28.99,Christmas Santa Claus Print Front Pocket Hoodie,41.746,8370356,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Cute;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:SantaClaus;Season:Fall,Winter;Weight:0.5200kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-santa-claus-print-front-product8370356.html,2
44,28.99,Christmas Santa Claus Snowflake Print Front Pocket Hoodie,41.746,8370344,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:SantaClaus,Snowflake;Season:Fall,Winter;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-santa-claus-snowflake-print-product8370344.html,
42,28.99,Front Pocket Christmas Santa Claus Print Hoodie,41.166,8370350,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Cute;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:SantaClaus;Season:Fall,Winter;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/front-pocket-christmas-santa-claus-product8370350.html,
37,28.99,Spiral Tie Dye Print Drawstring Hoodie,39.716,8370932,";ClothesType:Hoodie;Occasion:Daily;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:TieDye;Season:Fall;Weight:0.5100kg;PackageContents:1xHoodie",https://www.dresslily.com/spiral-tie-dye-print-drawstring-product8370932.html,
35,28.99,Abstract Bottles Print Front Pocket Hoodie,39.136,8370940,";ClothesType:Hoodie;Occasion:Daily;Style:Brief;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Print;Season:Fall;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/abstract-bottles-print-front-pocket-product8370940.html,1
40,28.99,Christmas Stocking Hat Front Pocket Hoodie,40.586,8370394,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Cute;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:ChristmasHat,ChristmasStocking,Gloves,Snowflake,Star;Season:Fall,Winter;Weight:0.5200kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-stocking-hat-front-pocket-product8370394.html,
48,28.99,Drawstring Christmas Santa Claus Print Hoodie,42.905,8370388,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:SantaClaus;Season:Fall,Winter;Weight:0.5200kg;PackageContents:1xHoodie",https://www.dresslily.com/drawstring-christmas-santa-claus-print-product8370388.html,
39,28.99,Kangaroo Pocket Christmas Santa Claus Print Hoodie,40.296,8370946,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:SantaClaus;Season:Fall,Winter;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/kangaroo-pocket-christmas-santa-claus-product8370946.html,
37,28.99,Christmas Printed Front Pocket Hoodie,39.716,8370952,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:ChristmasTree,Heart,SantaClaus,Stars;Season:Fall,Winter;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-printed-front-pocket-hoodie-product8370952.html,
42,28.99,Christmas Santa Claus Front Pocket Hoodie,41.166,8371378,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Cute;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:SantaClaus;Season:Fall,Winter;Weight:0.5100kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-santa-claus-front-pocket-product8371378.html,
43,28.99,Christmas Santa Claus Drawstring Front Pocket Hoodie,41.456,8370957,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:SantaClaus;Season:Fall,Winter;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-santa-claus-drawstring-front-product8370957.html,
43,28.99,Christmas Pattern Dog Hoodie,41.456,8371870,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Animal,Ball,Candy,Snowflake;Season:Fall,Spring;Weight:0.4800kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-pattern-dog-hoodie-product8371870.html,
45,28.99,Christmas Santa Claus Candy Pattern Hoodie,42.035,8371885,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Candy,Plant,SantaClaus;Season:Fall,Spring;Weight:0.4800kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-santa-claus-candy-pattern-product8371885.html,
35,28.99,Christmas Elk Snowflake Snowman Gift Print Hoodie,39.136,8371388,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:ChristmasStocking,ChristmasTree,Elk,Snowflake,Snowman;Season:Fall,Winter;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-elk-snowflake-snowman-gift-product8371388.html,
39,28.99,Christmas Tree Dog 3D Print Hoodie,40.296,8371884,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Ball,ChristmasTree,Dog;Season:Fall,Spring;Weight:0.4800kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-tree-dog-3d-print-product8371884.html,
45,28.99,Fuax Tuxedo Christmas Pattern Hoodie,42.035,8372249,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Elk,Print,SantaClaus,Snowman;Season:Fall,Spring;Weight:0.5000kg;PackageContents:1xHoodie",https://www.dresslily.com/fuax-tuxedo-christmas-pattern-hoodie-product8372249.html,
42,28.99,Christmas Tree Santa Elk 3D Print Hoodie,41.166,8372243,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Animal,ChristmasTree,SantaClaus;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-tree-santa-elk-3d-product8372243.html,
32,28.99,Santa Claus Christmas Pattern Hoodie,38.267,8372729,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:ChristmasTree,SantaClaus,Snowflake;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/santa-claus-christmas-pattern-hoodie-product8372729.html,
37,28.99,Christmas Elk Faux Twinset 3D Print Hoodie,39.716,8372736,";ClothesType:Hoodie;Occasion:ChristmasDay,Daily;Style:Casual;FitType:Regular;ShirtLength:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Ball,Candy,Elk,Letter,Snowflake;Season:Fall,Spring;Weight:0.4900kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-elk-faux-twinset-3d-product8372736.html,
47,24.99,Front Pocket Geometric 3D Print Hoodie,36.735,8378464,";ClothesType:Hoodie;Occasion:Daily;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;FabricStretch:SlightStretch;Thickness:Regular;Patterns:3DPrint,Geometric;Season:Fall,Spring;Weight:0.4800kg;PackageContents:1xHoodie",https://www.dresslily.com/front-pocket-geometric-3d-print-product8378464.html,
51,18.99,Pintuck Detail Raglan Sleeve Hoodie,28.675,8380905,";ClothesType:Hoodie;Occasion:Daily;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester;FabricStretch:SlightStretch;Thickness:Regular;Patterns:Solid;Season:Fall,Spring;Weight:0.3550kg;PackageContents:1xHoodie",https://www.dresslily.com/pintuck-detail-raglan-sleeve-hoodie-product8380905.html,
55,22.99,3D Human Body Printed Pullover Hoodie,35.634,5681922,";ClothesType:Hoodie;Occasion:DailyUse;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester;Thickness:Regular;Patterns:3DPrint;Season:Fall,Winter;Weight:0.5300kg;PackageContents:1xHoodie",https://www.dresslily.com/3d-human-body-printed-pullover-product5681922.html,
45,36.99,Color Block Drawstring Long Sleeve Hoodie,53.636,7886641,";ClothesType:Hoodie;Occasion:Daily;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:ColorBlock;Season:Fall;Weight:0.6950kg;PackageContents:1xHoodie",https://www.dresslily.com/color-block-drawstring-long-sleeve-product7886641.html,
56,26.99,Hooded Camouflage Splicing Embroidered Zip-Up Hoodie,42.104,1752287,";Style:Fashion;ShirtLength:Regular;SleeveLength:Full;Material:Cotton,Polyester;Weight:0.700kg;PackageContents:1xHoodie",https://www.dresslily.com/hooded-long-sleeve-hoodie-product1752287.html,
43,22.99,Christmas Animal Print Drawstring Hoodie,32.876,5681929,";ClothesType:Hoodie;Occasion:ChristmasDay;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Winter;Weight:0.4000kg;PackageContents:1xHoodie",https://www.dresslily.com/christmas-animal-print-drawstring-hoodie-product5681929.html,
39,19.99,Contrast Color Pullover Hoodie,27.786,4170301,";ClothesType:Hoodie;Occasion:DailyUse;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane,Rayon;Thickness:Regular;Patterns:ColorBlock;Season:Fall;Weight:0.3700kg;PackageContents:1xHoodie",https://www.dresslily.com/contrast-color-pullover-hoodie-product4170301.html,2
44,29.99,Landscape Print Pullover Hoodie,43.186,7094097,";Occasion:DailyUse;Style:Casual;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Print;Season:Fall;Weight:0.5400kg;PackageContents:1xHoodie",https://www.dresslily.com/landscape-print-pullover-hoodie-product7094097.html,1
46,32.99,Drawstring Color Block Zip Up Hoodie,48.165,7886637,";Material:Cotton,Polyester,Polyurethane;Pattern:ColorBlock;PackageContents:1xHoodie;ShirtLength:Regular;SleeveLength:Full;Style:Fashion;Weight:0.6780kg",https://www.dresslily.com/drawstring-color-block-zip-up-product7886637.html,
39,32.99,Pumpkin Print Halloween Pullover Hoodie,45.856,3299814,";ClothesType:Hoodie;Occasion:Halloween;Style:Fashion;FitType:Regular;SleeveLength:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Pumpkin;Season:Fall,Winter;Weight:0.5780kg;PackageContents:1xHoodie",https://www.dresslily.com/pumpkin-print-halloween-pullover-hoodie-product3299814.html,
38,29.99,Pocket 3D Bananas Printed Hoodie,41.386,2901388,";ClothesType:Hoodie;Occasion:Casual ,DailyUse,GoingOut;Style:Fashion;ShirtLength:Regular;SleeveLength:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:3D,Fruit;Weight:0.4800kg;PackageContents:1xHoodie",https://www.dresslily.com/pocket-3d-bananas-printed-hoodie-product2901388.html,1
